	sentiment	content	labels
10096	love	@SometimesITweet, totally worth it!! great movie cool 3D glasses! i miss ya! and i miss @jesicawesley  and i miss new york too	[0 0 1 0 0]
10097	sadness	@Mauityler87 u don't love me  no follow..how was your night? ;-)	[0 0 0 0 1]
10098	anger	Funerals are no bueno	[1 0 0 0 0]
10099	sadness	SHIT I lost my Star Trek ring!    Starfleet Academy class ring w/ Golden Gate Bridge on it.  Got it as high school graduation present.	[0 0 0 0 1]
10100	sadness	@tessonfire I feel almost empty inside today.  Not a good feeling.	[0 0 0 0 1]
10101	sadness	@TheMrsNikkiSixx  We'll miss you  #Sixx?	[0 0 0 0 1]
10102	neutral	Hmmm...strained my back  Hope it's better tomorrow morning..	[0 0 0 1 0]
10103	happiness	@squaccs I may be telling myself that cos he never replies to me	[0 1 0 0 0]
10104	neutral	work 4 - close	[0 0 0 1 0]
10105	sadness	@Valholla that's sad  what kind of mess are you getting into this weekend?	[0 0 0 0 1]
10106	happiness	Hanging with my BFF @JasmineWHO today! Ya Ya! @amandababby Our old friend is in my prayers, I hope this experience helps her	[0 1 0 0 0]
10107	love	Can anyone eat a Hot Pocket and be completely satisfied?? Not me.	[0 0 1 0 0]
10108	sadness	@GeneralTekno I won't be getting any ROTF toys 'till MUCH later.  Tell me if anybody isn't/is worth getting.	[0 0 0 0 1]
10109	sadness	Friday night is never as fun as it should be when you have work on Saturday morning	[0 0 0 0 1]
10110	sadness	@Jonasbrothers come on guys.. you shouldn't promote here :| it's kinda disappointing. Twitter's for UPDATES	[0 0 0 0 1]
10111	sadness	@dfizzy you're so lucky. we have 6 weeks until summer	[0 0 0 0 1]
10112	happiness	@princeofcode Sorry we couldn't get the projector working with the windoze laptop  but a ton of people came up afterwards and saw it live	[0 1 0 0 0]
10113	neutral	Busy friday. I got lots to do and a game tonight. 8:15 at McNair! Last AP Lit and Gym today	[0 0 0 1 0]
10114	neutral	No Yonkers news posts until June 2 because the newspaper furloughed me	[0 0 0 1 0]
10115	neutral	@dietsch Union Square? Somerville? You're better off with the 87. That probably helps you zero at this point, though.	[0 0 0 1 0]
10116	neutral	My teratoma has a cavity and is experiencing male-pattern baldness	[0 0 0 1 0]
10117	happiness	@ShadoWingh I'm only allergic to some bunnies. Are you allergic to all fur? That sucks! Isn't that cosmic irony, a furry allergic to fur!	[0 1 0 0 0]
10118	sadness	Im sad...there's a for sale sign in front of my house!!	[0 0 0 0 1]
10120	sadness	Just got back in, and I'm absolutely exhausted, have to be up in 5 hours for work	[0 0 0 0 1]
10121	happiness	Much to my surprise, I was using my credit card before the crack dawn to do some serious online gambling. One problem: it wasn't me.	[0 1 0 0 0]
10122	sadness	I am sick, very sick, sore throat and flu	[0 0 0 0 1]
10123	sadness	A little 3 mile run done!  22.5 minutes...  I'm exhausted!  Not impressed with the HRM...	[0 0 0 0 1]
10124	sadness	New picture isn't working	[0 0 0 0 1]
10125	sadness	@CourtneyREADs lost luggage? Sorry to hear.  you should check out our selection of travel luggage here: http://budurl.com/9mua	[0 0 0 0 1]
10126	sadness	I feel like I have to throw up.	[0 0 0 0 1]
10127	love	@omar10points haha calm down. Youll get ur shades. I'm still sick tho. So I'll prolly knockout after	[0 0 1 0 0]
10128	neutral	Spilled chocolate milk in my car	[0 0 0 1 0]
10129	neutral	@PBsAlienGirl  Happy Belated birthday hun!! My net broke  This is the first chance i've had to get online! Luff Yooooooo xxxxxxxx	[0 0 0 1 0]
10130	happiness	@chrisbrownweb Hope Ye Got Dem; Ur Site Is Amazing, I Got On Everyday; I Tryed My Own, &amp; It Failed  Lol,	[0 1 0 0 0]
10131	sadness	i feel so bad when the kid is sick	[0 0 0 0 1]
10132	sadness	melissa_leah: my car wont start.......	[0 0 0 0 1]
10133	sadness	@cacaubrazil that's not great  guy related??	[0 0 0 0 1]
10134	neutral	I dont know what to have for lunch today and its so darn cold today	[0 0 0 1 0]
10135	sadness	@Impala_Guy Hello - iï¿½m back  Hope that happens not occasionally as on wednesday	[0 0 0 0 1]
10136	neutral	@brianjking If the drive is automatically ejecting supported discs (ie CD-R), and you can't boot from a disc, it's time for AppleCare	[0 0 0 1 0]
10137	sadness	@danisometimes  sadness. you could hang out with me and feel less apathetic.	[0 0 0 0 1]
10138	sadness	still trying to get better  had to get mommaz lovin..headed to her house.. ahhhhhh i so hate this feelin!	[0 0 0 0 1]
10139	happiness	I'm at the cubs game and it is so cold. I think its going to rain.	[0 1 0 0 0]
10140	anger	Getting AxKit running on Ubuntu 8.04 is making my head explode.	[1 0 0 0 0]
10141	neutral	I assume nobody uses PortableApps anymore except for myself. In that case, forget what I said earlier	[0 0 0 1 0]
10142	neutral	Red Rock for lunch with Colin. @JKearl and @euphor couldn't come.  IPA Junior freshly made! Yum yum yum.	[0 0 0 1 0]
10143	sadness	Mean people suck.	[0 0 0 0 1]
10144	happiness	@ebassman I just got two tickets one for speeding and one for tinted windows	[0 1 0 0 0]
10145	sadness	we need to have a haters ball today like on dave chappelle,,,,, man I miss those days on comedy central the new episodes	[0 0 0 0 1]
10146	neutral	@BonesNeko_UK That sucks! I had my exams be4 half term so It's all good. Although they were major subjects now I have languages and stuff	[0 0 0 1 0]
10147	sadness	This is beyond terrible...my friends 18 yr old daughter jumped off the skyway bridge this morning. She was a beautiful girl...such a loss	[0 0 0 0 1]
10148	happiness	almost got in a giant car accident on the 101	[0 1 0 0 0]
10149	neutral	two rooms packed and cleaned, three to go	[0 0 0 1 0]
10150	anger	i hateeeeeeeeee telemarketers!!!!! gotten about 10 phone calls today from them and its only 3 in the afternoon!!	[1 0 0 0 0]
10151	sadness	@japanimated I miss you too	[0 0 0 0 1]
10152	sadness	Just finished weeding the flower bed. Why is it the weeds grow so well but legitimate plants hate me?	[0 0 0 0 1]
10153	sadness	I'll guess I will see everyone after the weekend  Gunna be having major Tweet cravings the entire time!!...	[0 0 0 0 1]
10154	sadness	I have so much stuff in my car that I can just feel my MPG going in the toilet.	[0 0 0 0 1]
10155	sadness	@Spacerbunny oh that sucks!!!  Thank God for your laptop!!	[0 0 0 0 1]
10156	happiness	You better come here by the time I count to 10 or else. 1, 2, 3,  BAM!!!!!	[0 1 0 0 0]
10157	sadness	@MikeyUnderwood so no rice or crusty bread with the chili .... aawww	[0 0 0 0 1]
10158	happiness	@TiffanyCastillo muhaha martha &lt;33 have fun see uu next mnth	[0 1 0 0 0]
10159	happiness	@euginis did you have fun last night? we didn't see you.	[0 1 0 0 0]
10160	sadness	@Totally_Toni   i'm having one of those days today also	[0 0 0 0 1]
10161	sadness	@Kngston someone i work with today told me that if i took a &quot;real age&quot; test, it would tell me i'm 45	[0 0 0 0 1]
10162	happiness	sitting at home doing nothing. gonna be like this all weekend	[0 1 0 0 0]
10163	anger	...  Headed to Hospitol : Had to pull out of the Golf Tourny in 3rd place!!!!!!!!!!! I Think I Re-Ripped something !!! Yeah THAT !!	[1 0 0 0 0]
10164	happiness	Sometimes games are cruel because they're not real... like last night when I won $128,600 on Wheel of Fortune	[0 1 0 0 0]
10165	sadness	slept with my eye open again- hurts like hell... wish I could find the eye lube stuff to make it feel better....	[0 0 0 0 1]
10166	happiness	Sad because A Skylit Drive's new songs don't sound as good as I had hoped.	[0 1 0 0 0]
10167	anger	@chezpim they are terrible little beast but if the garden is small you can simply collect them, or you can buy poisonous food pellets	[1 0 0 0 0]
10168	sadness	I'm suppose to get up to go find sumthin to wear tomorrow but I can't get up	[0 0 0 0 1]
10169	happiness	Getting my butt kicked by this project  I have the idea, but can't get it perfect.	[0 1 0 0 0]
10170	neutral	my tree tipped over in the lawn	[0 0 0 1 0]
10171	sadness	u ever have a friend that u just wonder why are we friends? i know what you get from me but i'm questioning what i'm getting from u.	[0 0 0 0 1]
10172	sadness	Lost my keys  now i'm waiting for my dad in d'iberville. Phail. Also fml	[0 0 0 0 1]
10173	neutral	@AbelPetSupply LOL! No trialing...for the most part Florida trials come to a screeching halt over the summer.  Have fun this weekend!	[0 0 0 1 0]
10174	sadness	@qdakid Q, i dont get love anymore  ?	[0 0 0 0 1]
10175	anger	Hairdye patch test has just smeared all over my WHITE duvet cover  fucking cunts. &lt;3	[1 0 0 0 0]
10176	sadness	@SportsDivaTiffy Hey, did his wife die? I am really confused. I hadn't been on his MySpace in a little while, but I just read his Twit.	[0 0 0 0 1]
10177	sadness	Its so sunny outside, and I have no one to go out and play with	[0 0 0 0 1]
10178	neutral	@nikkie20six well I learnt to use a machine yesterday! not too confident yet though so... hand sewin for me!!  xxx	[0 0 0 1 0]
10179	neutral	still waiting	[0 0 0 1 0]
10180	happiness	@deeliciouz Even without the dressing they're still over 500 calories. I love that flatbread.	[0 1 0 0 0]
10181	sadness	@Cherryadestains It was blatently your fault for just shoving it in the bag when I said no  I felt that you had very much tricked me. xx	[0 0 0 0 1]
10182	happiness	@Yasmine32068 LOL I do too.... I can't take him back, I lost my receipt!	[0 1 0 0 0]
10183	neutral	in computer class, photo booth doesn't  work	[0 0 0 1 0]
10184	sadness	fml. forgot alli's dance recital is tonight. now i'm stuck talking to munchkins all night instead of being at devon's bonfire. :/	[0 0 0 0 1]
10185	happiness	going to work once again. what a great few days off i had. now it's over  but atleast i get 2 more commin up wahooooooo	[0 1 0 0 0]
10186	sadness	@MelissaPan awe yeah, it's more fun revising with others but you get distracted easier &gt;.&lt; yeah I'm tired, revising history	[0 0 0 0 1]
10187	sadness	I didn't find my dress	[0 0 0 0 1]
10188	sadness	Ugh, I don't know if U even care about Nicole Richie, but I do and C that I missed her on TV last nite despite the twitter  @JennOrtigoza	[0 0 0 0 1]
10189	sadness	George is sad because he can't go for a car ride with his dad  http://apps.facebook.com/dogbook/profile/view/6877274	[0 0 0 0 1]
10190	sadness	sick  and HAPPY 13th Amanda	[0 0 0 0 1]
10191	happiness	@MelissaPan aww yeah, it's more fun revising with others but you get distracted easier &gt;.&lt; yeah I'm tired, revising history	[0 1 0 0 0]
10192	neutral	When am i getting a yearbook?  today was strange	[0 0 0 1 0]
10193	happiness	Why is it so dark outside?	[0 1 0 0 0]
10194	neutral	@SuprnaturlShana he not getting off early?	[0 0 0 1 0]
10195	love	mmm, pizza for dinner. yum. but i burnt my mouth though ..	[0 0 1 0 0]
10196	happiness	My Respect For Travis Clark Has Gone Down 7.5 Notches	[0 1 0 0 0]
10197	anger	anyone have tickets to the mtv movie awards? some guy scammed me	[1 0 0 0 0]
10198	sadness	despertando megadespistado, me ire a la u y luego full fin de semana on the beach, saldrï¿½ en wild on!	[0 0 0 0 1]
10199	sadness	@tatrtalk I wanted to, but I sadly work today.  Normally, I don't work Fridays, either.	[0 0 0 0 1]
10200	sadness	Willie is pouting because Grandma didn't put any treats on my food  http://apps.facebook.com/dogbook/profile/view/6877293	[0 0 0 0 1]
10201	neutral	@twinnadryl   .ï¿½ï¿½?????ï¿½ï¿½.  i bet. man i wish i coulda went some whr. i didn't even go out here. i was home all weekend.  nyt life sux here	[0 0 0 1 0]
10202	neutral	Just sneezed three times in quick succession. But three is not four, so no record.	[0 0 0 1 0]
10203	sadness	@Xaan I'm having trouble viewing it as well on you tube for some reason	[0 0 0 0 1]
10204	neutral	continuo tentando trocar o background do twitter...over capacity!	[0 0 0 1 0]
10205	neutral	I want some cheese fries from fontanas.	[0 0 0 1 0]
10206	neutral	Done at the spa   now meeting vic for some late lunch!	[0 0 0 1 0]
10207	sadness	Bought it.  Now I have to wait 2-3 weeks.   Boo.	[0 0 0 0 1]
10208	sadness	So tired n sick-what the fuck is wrong w me	[0 0 0 0 1]
10209	happiness	This weekend. I will be in dallas so no kandy koated around the H	[0 1 0 0 0]
10210	happiness	@NoraReed I forgot about it and I already ate lunch  so I guess I'm not going.	[0 1 0 0 0]
10211	sadness	is really sad about her nephew  but keeping busy sorting out items for BWM! http://bit.ly/N9tsM	[0 0 0 0 1]
10213	sadness	@MajorSpoilers majorspoilers.com has problems - cannot get the site working	[0 0 0 0 1]
10214	sadness	oh god they're breaking down so much plaster what are they doing in there  i like walls, thanks!	[0 0 0 0 1]
10215	happiness	@haikubirdie If only  I may make one out of dental floss later.	[0 1 0 0 0]
10216	sadness	@pollybowles don't say that - I really miss my red Porsche (sold it 2 yrs ago)	[0 0 0 0 1]
10217	sadness	just played like, 5 games of dota hahaha. I wanna go home	[0 0 0 0 1]
10218	sadness	On my way to get the crate and Bella Dolce!!!! Sad cuz @livingdeaderin is going tto Richmond	[0 0 0 0 1]
10219	sadness	@PrinceTerrence TERRY TERRY TERRY!! i miss you	[0 0 0 0 1]
10220	sadness	Allianz interview went well, got a rejection from MOD though  .... going to be a long weekend as I hear from Allianz on Monday	[0 0 0 0 1]
10221	sadness	@lancearmstrong any chance of seeing you at a race in germany? unfortunately hardly any tv &amp; news coverage of cycling here anymore!	[0 0 0 0 1]
10222	sadness	@jasonridge1 you're in harlem? where? im so jealous right now! i miss living in nyc!	[0 0 0 0 1]
10223	happiness	Just had some babi pangang. Now off to friends. Tomorrow it's working time again	[0 1 0 0 0]
10224	sadness	@mileycyrus i voted and i couldnt	[0 0 0 0 1]
10225	neutral	@brendaelizabeth yeah... I suppose	[0 0 0 1 0]
10226	happiness	The morning forcast on the radio was partly to mostly cloudy -yay vog-  stay inside and have a HAPPY FRIDAY	[0 1 0 0 0]
10227	neutral	is all alone for the evening!	[0 0 0 1 0]
10228	sadness	@mtupyro - don't feel bad. I got a foad for a promotion here too.	[0 0 0 0 1]
10229	sadness	Sheesh my meds make me feel like I'm at the bottom of the ocean...and I have to go back to work today  Be sad with me...	[0 0 0 0 1]
10230	sadness	It's a sad day, found the first scratch on my car.	[0 0 0 0 1]
10231	sadness	@cameo1172 i have 2 friends going  so jealous	[0 0 0 0 1]
10232	neutral	How does this Follow Friday thing work?  I don't have any real followers	[0 0 0 1 0]
10233	sadness	@elmofromok Oh it's been so long I can't remember	[0 0 0 0 1]
10234	anger	this week has been awful.	[1 0 0 0 0]
10235	sadness	Aw man, Half Term isn't long enough    lol!	[0 0 0 0 1]
10236	neutral	@Ellebella618 OMG.  I'm so sorry! Anything I can do to help?	[0 0 0 1 0]
10237	sadness	Is at the botanical gardens and its beautiful but she forgot an extra memory card so no pictures today	[0 0 0 0 1]
10238	anger	Have to keep bumping the mouse so my computer doesn't go to sleep. No Internet access  No files to work on. Slowest Friday eeeeevvveeerrrr	[1 0 0 0 0]
10239	happiness	@marykayte lucky! I still want those blue ones	[0 1 0 0 0]
10240	sadness	@laurenRIOT_x it's only on in glasgow	[0 0 0 0 1]
10241	sadness	wats up with the racism in australia? Its not nice	[0 0 0 0 1]
10242	sadness	change of plans. won't be seeing Up today.	[0 0 0 0 1]
10244	neutral	has no people skills.	[0 0 0 1 0]
10245	sadness	moving offices  I'm going to miss you Hollywood.	[0 0 0 0 1]
10246	sadness	Off to guitar now! I almost said swim. Phew!!	[0 0 0 0 1]
10247	neutral	@michaelwryan Can't, did I forget to say that?  hahaha   I wouldn't be able to get home.	[0 0 0 1 0]
10248	neutral	@HereLiesVanessa understandable. yah i leave on monday! I'll be gone when you're in chi	[0 0 0 1 0]
10249	neutral	@MSTALENT I know right...	[0 0 0 1 0]
10250	happiness	@xxojackie oh my god! you're kidding! wow !! you must of moved out RIGHT after calleen got his 4 month shots.	[0 1 0 0 0]
10251	sadness	@caitran i do! Id love to go, but i have a bunch of stuff to do that day, dont think i actually could go.	[0 0 0 0 1]
10252	sadness	2 days without sleep and now a migraine. I thought life postR01 was meant to be relaxing	[0 0 0 0 1]
